id	name	shortname	label	method	project	donor	species	strain	age	ageunit	agetext	sex	numpooledanimals	plugdate	tissue	roi	neuronprop	targetnumcells	cellconc	datecaptured	sampleok	chemistry	transcriptome	comment	analysis	all_fc_analysis_id	editby	editat
632	10X141_2	XDD:0600:318_Spinal_cord_cervical		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord cervical		N/A	4000	1000	2018-11-09	N	v2	GRCh38-3.0.0		Ready (10X141_2_1)	1736	emelie	2019-05-31 16:07:56
633	10X141_3	XDD:0600:318_Spinal_cord_lumbar		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord lumbar		N/A	4000	960	2018-11-09	N	v2	GRCh38-3.0.0		Queueing	2143	emelie	2019-05-31 16:08:09
634	10X141_4	XDD:0600:318_Spinal_cord_lumbar		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord lumbar		N/A	1000	960	2018-11-09	N	v2	GRCh38-3.0.0		Ready (10X141_4_1)	1738	emelie	2019-05-31 16:08:26
635	10X141_5	XDD:0600:318_Spinal_cord_thoracic		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord thoracic		N/A	4000	900	2018-11-09	N	v2	GRCh38-3.0.0		Ready (10X141_5_1)	1739	emelie	2019-05-31 16:08:39
636	10X141_6	XDD:0600:318_Spinal_cord_thoracic		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord thoracic		N/A	4000	900	2018-11-09	N	v2	GRCh38-3.0.0		Ready (10X141_6_1)	1740	emelie	2019-05-31 16:08:56
637	10X142_1	XDD:0600:318_Heart		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Heart		N/A	4000	900	2018-11-09	Y	v2	GRCh38-3.0.0		Queueing	2144	emelie	2019-05-31 16:10:32
638	10X143_1	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	1000	2018-11-13	N	v2	GRCh38-3.0.0	Forebrain sample 132_1 to 132_8 that was MeOH-fixed and stored at -80 degrees before loading. 	Ready (10X143_1_A_1)	1699	emelie	2019-11-13 10:38:10
639	10X143_2	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	1000	2018-11-13	N	v2	GRCh38-3.0.0	Forebrain sample 132_1 to 132_8 that was MeOH-fixed and stored at -80 degrees before loading.	Ready (10X143_2_A_1)	1700	emelie	2019-11-13 10:38:01
656	10X147_1	XDD:5743:326_Medulla		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Medulla		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0		Queueing		emelie	2019-05-31 16:13:09
657	10X147_2	XDD:5743:326_Medulla		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Medulla		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0		Queueing	2146	emelie	2019-05-31 16:13:24
658	10X147_3	XDD:5743:326_Spinal_cord_cervical		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord cervical		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2147	emelie	2019-05-31 16:14:22
659	10X147_4	XDD:5743:326_Spinal_cord_cervical		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord cervical		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2148	emelie	2019-05-31 16:14:40
660	10X147_5	XDD:5743:326_Spinal_cord_lumbar		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord lumbar		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2149	emelie	2019-05-31 16:14:55
661	10X147_6	XDD:5743:326_Spinal_cord_lumbar		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord lumbar		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2150	emelie	2019-05-31 16:15:16
662	10X147_7	XDD:5743:326_Spinal_cord_thoracic		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord thoracic		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2151	emelie	2019-05-31 16:15:37
663	10X147_8	XDD:5743:326_Spinal_cord_thoracic		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord thoracic		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2152	emelie	2019-05-31 16:15:56
664	10X148_1	XDD:5743:326_Medulla		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Medulla		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0		Queueing	2153	emelie	2019-05-31 16:17:00
665	10X148_2	XDD:5743:326_Medulla		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Medulla		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0		Queueing	3092	emelie	2019-05-31 16:17:23
666	10X148_3	XDD:5743:326_Spinal_cord_cervical		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord cervical		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2155	emelie	2019-05-31 16:18:27
667	10X148_4	XDD:5743:326_Spinal_cord_cervical		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord cervical		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2156	emelie	2019-05-31 16:18:42
668	10X148_5	XDD:5743:326_Spinal_cord_lumbar		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord lumbar		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2157	emelie	2019-05-31 16:19:01
669	10X148_6	XDD:5743:326_Spinal_cord_lumbar		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord lumbar		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2158	emelie	2019-05-31 16:19:20
670	10X148_7	XDD:5743:326_Spinal_cord_thoracic		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord thoracic		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2159	emelie	2019-05-31 16:19:44
671	10X148_8	XDD:5743:326_Spinal_cord_thoracic		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Spinal cord thoracic		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		Queueing	2160	emelie	2019-05-31 16:20:00
672	10X149_1	XDD:5743:326_Cerebellum		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Cerebellum		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:21:44
673	10X149_2	XDD:5743:326_Cerebellum		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Cerebellum		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:22:02
674	10X149_3	XDD:5743:326_Subcortical_forebrain		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Subcortical forebrain		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:22:18
675	10X149_4	XDD:5743:326_Subcortical_forebrain		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Subcortical forebrain		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:22:36
676	10X149_5	XDD:5743:326_Subcortical_forebrain		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Subcortical forebrain		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:22:55
677	10X149_6	XDD:5743:326_Mesencephalon		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Mesencephalon		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:23:12
678	10X149_7	XDD:5743:326_Pons		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Pons		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:23:33
679	10X149_8	XDD:5743:326_Pons		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Pons		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:23:46
680	10X150_1	XDD:5743:326_Cerebellum		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Cerebellum		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:28:36
681	10X150_2	XDD:5743:326_Cerebellum		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Cerebellum		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:29:04
682	10X150_3	XDD:5743:326_Subcortical_forebrain		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Subcortical forebrain		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:29:23
683	10X150_4	XDD:5743:326_Subcortical_forebrain		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Subcortical forebrain		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:29:47
684	10X150_5	XDD:5743:326_Pons		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Pons		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:30:03
685	10X150_6	XDD:5743:326_Pons		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Pons		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 16:30:22
686	10X151_1	XDD:5743:326_Lung		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Lung		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0	Right lung 	Queueing	4001	emelie	2019-05-31 16:31:06
687	10X151_2	XDD:5743:326_Heart		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Heart		N/A	4000		2018-12-13	N	v2	GRCh38-3.0.0	Heart dissected in half and dissociated with Papain + DNase (standard protocol).	n/a		emelie	2019-05-31 16:31:37
688	10X151_3	XDD:5743:326_Heart		rna-seq	Dev human	XDD:5743:326	Hs		6.0	pcw	6w				Heart		N/A	4000		2018-12-13	Y	v2	GRCh38-3.0.0	Heart dissected in half and dissociated with Collagenase II.	Queueing	2162	emelie	2019-05-31 16:31:59
689	10X152_1	BRC2147_Cerebellum		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Cerebellum		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2163	emelie	2019-05-31 16:33:27
690	10X152_2	BRC2147_Cerebellum		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Cerebellum		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	3115	emelie	2019-05-31 16:34:23
691	10X152_3	BRC2147_Diencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Diencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2165	emelie	2019-05-31 16:34:03
692	10X152_4	BRC2147_Diencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Diencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2166	emelie	2019-05-31 16:34:50
693	10X152_5	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2167	emelie	2019-05-31 16:35:09
694	10X152_6	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2168	emelie	2019-05-31 16:35:29
695	10X152_7	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2169	emelie	2019-05-31 16:35:50
696	10X152_8	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0	Took half volume of the cDNA product after 12 cycles, then amplified it 6 more cycles.	Queueing	2170	emelie	2019-05-31 16:36:22
697	10X153_1	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	N	v3	GRCh38-3.0.0	Chromium v3. Took half volume of cDNA product after 12 cycles and amplified it 3 more cycles. 	n/a		emelie	2019-05-31 16:37:44
698	10X153_2	BRC2147_Medulla		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Medulla		N/A	4000		2018-12-14	N	v3	GRCh38-3.0.0	Chromium v3. 	n/a		emelie	2019-05-31 16:38:18
699	10X154_1	BRC2147_Mesencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Mesencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2171	emelie	2019-05-31 16:39:18
700	10X154_2	BRC2147_Mesencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Mesencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2172	emelie	2019-05-31 16:39:38
701	10X154_3	BRC2147_Mesencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Mesencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	2173	emelie	2019-05-31 16:40:26
702	10X154_4	BRC2147_Telencephalon		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Telencephalon		N/A	4000		2018-12-14	Y	v2	GRCh38-3.0.0		Queueing	3093	emelie	2019-05-31 16:41:00
703	10X154_5	BRC2147_Pons		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Pons		N/A	4000		2018-12-14	N	v2	GRCh38-3.0.0		Ready (10X154_5.old1)	1658	emelie	2019-05-31 16:42:02
704	10X154_6	BRC2147_Pons		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Pons		N/A	4000		2018-12-14	N	v2	GRCh38-3.0.0		Ready (10X154_6)	1657	emelie	2019-05-31 16:42:23
705	10X154_7	BRC2147_Pons		rna-seq	Dev human	BRC2147	Hs		6.7	pcw	6.7w				Pons		N/A	4000		2018-12-14	N	v2	GRCh38-3.0.0		Ready (10X154_7)	1601	emelie	2019-05-31 16:42:47
706	10X155_1	XDD:1003:334_Hippocampus		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Hippocampus		N/A	5000	1300	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Ready (10X155_1_A_1)	1662	emelie	2019-05-31 16:43:53
707	10X155_2	XDD:1003:334_Hippocampus		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Hippocampus		N/A	5000	1300	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge 	n/a		emelie	2019-11-13 10:53:29
708	10X155_3	XDD:1003:334_Hippocampus		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Hippocampus		N/A	5000	1300	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge 	Ready (10X155_3_A_1)	1663	emelie	2019-05-31 16:44:23
709	10X155_4	XDD:1003:334_Hippocampus		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Hippocampus		N/A	5000	1300	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge 	n/a		emelie	2019-11-13 10:53:41
710	10X155_5	XDD:1003:334_Hippocampus		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Hippocampus		N/A	5000	1300	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge 	n/a		emelie	2019-11-13 10:53:51
711	10X155_6	XDD:1003:334_Spinal_cord_cervical		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Spinal cord cervical		N/A	5000	1080	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge 	Ready (10X155_6)	1734	emelie	2019-05-31 16:45:20
712	10X155_7	XDD:1003:334_Spinal_cord_lumbar		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Spinal cord lumbar		N/A	5000	1340	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Ready (10X155_7_A_1)	1665	emelie	2019-05-31 16:45:39
713	10X155_8	XDD:1003:334_Spinal_cord_thoracic		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Spinal cord thoracic		N/A	5000	1150	2019-01-17	N	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Ready (10X155_8_A_1)	1666	emelie	2019-05-31 16:46:20
714	10X156_1	XDD:1003:334_Cerebellum		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Cerebellum		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	3116	emelie	2019-05-31 16:46:51
715	10X156_2	XDD:1003:334_Cerebellum		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Cerebellum		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	2176	emelie	2019-05-31 16:47:05
716	10X156_3	XDD:1003:334_Mesencephalon		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Mesencephalon		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	2177	emelie	2019-05-31 16:47:28
717	10X156_4	XDD:1003:334_Mesencephalon		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Mesencephalon		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	2178	emelie	2019-05-31 16:47:54
718	10X156_5	XDD:1003:334_Mesencephalon		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Mesencephalon		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	2179	emelie	2019-05-31 16:48:07
719	10X156_6	XDD:1003:334_Mesencephalon		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Mesencephalon		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	3117	emelie	2019-05-31 16:48:28
720	10X156_7	XDD:1003:334_Subcortical_forebrain		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Subcortical forebrain		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	2181	emelie	2019-05-31 16:48:46
721	10X156_8	XDD:1003:334_Subcortical_forebrain		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Subcortical forebrain		N/A	5000	1000	2019-01-17	Y	v2	GRCh38-3.0.0	sample processed the same day after we got from Huddinge	Queueing	3118	emelie	2019-05-31 16:49:10
722	10X157_1	XDD:1003:334_Medulla		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Medulla		N/A	5000	910	2019-01-18	Y	v2	GRCh38-3.0.0	sample processed the day after we got from Huddinge	Queueing	3119	emelie	2019-05-31 16:49:54
723	10X157_2	XDD:1003:334_Pons		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Pons		N/A	5000	1190	2019-01-18	Y	v2	GRCh38-3.0.0	sample processed the day after when we got samples from Huddinge 	Queueing	3120	emelie	2019-05-31 16:50:05
724	10X158_1	XDD:1003:334_Heart		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Heart		N/A	5000	1180	2019-01-18	Y	v2	GRCh38-3.0.0	sample processed the day after we got from Huddinge	Queueing	4000	emelie	2019-05-31 16:50:47
725	10X158_2	XDD:1003:334_Heart		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Heart		N/A	5000	1180	2019-01-18	Y	v2	GRCh38-3.0.0	sample processed the day after we got from Huddinge	Queueing	3999	emelie	2019-05-31 16:51:06
726	10X158_3	XDD:1003:334_Lung		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Lung		N/A	5000	850	2019-01-18	Y	v2	GRCh38-3.0.0	both lungs, sample processed the day after we got from Huddinge	Queueing	3998	emelie	2019-05-31 16:51:27
727	10X158_4	XDD:1003:334_Lung		rna-seq	Dev human	XDD:1003:334	Hs		8.0	pcw	8w				Lung		N/A	5000	850	2019-01-18	N	v2	GRCh38-3.0.0	both lungs, sample processed the day after we got from Huddinge. GEM was clear, it seemed there was clog.	Ready (10X158_4_A_1)	1680	emelie	2019-05-31 16:51:43
744	10X162_1	XDD:2924:342_Spinal_cord_cervical		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Spinal cord cervical		N/A	5000	1000	2019-02-13	Y	v3	GRCh38-3.0.0	10XV3 Cell suspension looked viable, dissociated the same day as abortion. 	Queueing	3123	emelie	2019-05-31 16:56:20
745	10X162_2	XDD:2924:342_Spinal_cord_lumbar		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Spinal cord lumbar		N/A	5000	1400	2019-02-13	Y	v3	GRCh38-3.0.0	10XV3 Cell suspension looked viable, dissociated the same day as abortion.	Queueing	3095	emelie	2019-05-31 16:53:24
746	10X162_3	XDD:2924:342_Spinal_cord_thoracic		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Spinal cord thoracic		N/A	5000	1600	2019-02-13	Y	v3	GRCh38-3.0.0	10XV3 Cell suspension looked viable, dissociated the same day as abortion. 	Queueing	3124	emelie	2019-05-31 16:53:37
747	10X163_1	XDD:2924:342_Cerebellum		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Cerebellum		N/A	5000	1000	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3640	emelie	2019-05-31 16:54:34
748	10X163_2	XDD:2924:342_Cerebellum		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Cerebellum		N/A	5000	1000	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3641	emelie	2019-05-31 16:54:46
749	10X163_3	XDD:2924:342_Subcortical_forebrain		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Subcortical forebrain		N/A	5000		2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3642	emelie	2019-05-31 16:57:29
750	10X163_4	XDD:2924:342_Subcortical_forebrain		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Subcortical forebrain		N/A	5000		2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3643	emelie	2019-05-31 16:57:45
751	10X163_5	XDD:2924:342_Hippocampus		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Hippocampus		N/A	5000			N	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	2195	emelie	2019-05-31 16:58:30
752	10X163_6	XDD:2924:342_Hippocampus		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Hippocampus		N/A	5000		2019-02-14	N	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Ready (10X163_6_A_1)	1760	emelie	2019-05-31 16:58:45
753	10X163_7	XDD:2924:342_Mesencephalon		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Mesencephalon		N/A	5000	970	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3644	emelie	2019-05-31 17:00:57
754	10X163_8	XDD:2924:342_Mesencephalon		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Mesencephalon		N/A	5000	970	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3645	emelie	2019-05-31 17:01:47
755	10X164_1	XDD:2924:342_Cerebellum		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Cerebellum		N/A	4000	1000	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3646	emelie	2019-05-31 17:02:30
756	10X164_2	XDD:2924:342_Cerebellum		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Cerebellum		N/A	4000	1000	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3647	emelie	2019-05-31 17:02:46
757	10X164_3	XDD:2924:342_Subcortical_forebrain		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Subcortical forebrain		N/A	4000		2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3648	emelie	2019-05-31 17:03:06
758	10X164_4	XDD:2924:342_Subcortical_forebrain		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Subcortical forebrain		N/A	4000		2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3649	emelie	2019-05-31 17:03:22
759	10X164_5	XDD:2924:342_Subcortical_forebrain		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Subcortical forebrain		N/A	4000		2019-02-14	Y	v3	GRCh38-3.0.0	Half of this sample (50 ul) was put back into PCR after 12 cycles, to run 3 more cycles for the PacBio sequencing.	Queueing	3650	emelie	2019-05-31 17:03:57
760	10X164_6	XDD:2924:342_Mesencephalon		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Mesencephalon		N/A	4000	970	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3651	emelie	2019-05-31 17:04:15
761	10X164_7	XDD:2924:342_Mesencephalon		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Mesencephalon		N/A	4000	970	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion. 2nd Chip as sample 163.	Queueing	3652	emelie	2019-05-31 17:04:34
762	10X165_1	XDD:2924:342_Pons		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Pons		N/A	4000	1200	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3653	emelie	2019-05-31 17:04:53
763	10X165_2	XDD:2924:342_Pons		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Pons		N/A	4000	1200	2019-02-14	N	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	3096	emelie	2019-05-31 17:05:25
764	10X165_3	XDD:2924:342_Medulla		rna-seq	Dev human	XDD:2924:342	Hs		8.5	pcw	8.5w				Medulla		N/A	4000	800	2019-02-14	Y	v3	GRCh38-3.0.0	10XV3 dissociated the day after abortion.	Queueing	2207	emelie	2019-05-31 17:06:04
